"sampling_agency","run_year","recovery_date","fishery","recovery_location_code","length","sampling_site","recovery_location_name","tag_code","estimated_number","hatchery_location_name","brood_year"
"CDFW",2014,20140704,40,"6MO      SFCV",559,"SHFB","SPAN.FLAT-C.VIZCAINO","60474",5.33,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20140706,40,"6MO      PPPS",568,"SCMO","PIGEON PT.-POINT SUR","60474",4.97,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20140728,40,"6MO      PPPS",591,"SCMO","PIGEON PT.-POINT SUR","60474",4.55,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20140816,40,"6MO      FRPP",555,"SFSF","FORT ROSS-PIGEON PT","60474",3,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20140829,10,"6MO      PRPP",635,"BOSF","PT.REYES-PIGEON PT.","60474",2.53,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20140830,40,"6MO      FRPP",604,"SFSF","FORT ROSS-PIGEON PT","60474",3,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20140905,10,"6MO      PRPP",653,"SFSF","PT.REYES-PIGEON PT.","60474",2.63,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20140906,40,"6MO      FRPP",595,"SASF","FORT ROSS-PIGEON PT","60474",2.82,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20140909,40,"6MO      FRPP",624,"BESF","FORT ROSS-PIGEON PT","60474",2.82,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20140915,10,"6MO      PAPP",627,"BOSF","PT.ARENA-PIGEON PT.","60474",2.63,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20140921,40,"6MO      FRPP",493,"PRSF","FORT ROSS-PIGEON PT","60474",2.93,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141003,10,"6MO      PRPP",618,"SFSF","PT.REYES-PIGEON PT.","60474",2.58,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141003,10,"6MO      PRPP",616,"PRSF","PT.REYES-PIGEON PT.","60474",2.58,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141008,40,"6MO      FRPP",509,"SASF","FORT ROSS-PIGEON PT","60474",2.91,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141010,40,"6MO      FRPP",634,"BESF","FORT ROSS-PIGEON PT","60474",2.91,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141010,10,"6MO      PRPP",633,"SFSF","PT.REYES-PIGEON PT.","60474",2.58,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141010,10,"6MO      PRPP",645,"SFSF","PT.REYES-PIGEON PT.","60474",2.58,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141207,46,"6FCSAAMN",660,"AMN","AMERICAN RIVER","60474",25.98,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141014,46,"6FCSAAMN",625,"AMN","AMERICAN RIVER","60474",25.98,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141110,46,"6FCSAAMN",632,"AMN","AMERICAN RIVER","60474",25.98,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141121,46,"6FCSAAMN",643,"AMN","AMERICAN RIVER","60474",25.98,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141113,50,"6FCSAAMN NBFH",627,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141106,50,"6FCSAAMN NBFH",662,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141104,50,"6FCSAAMN NBFH",543,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141104,50,"6FCSAAMN NBFH",623,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141112,50,"6FCSAAMN NBFH",663,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141117,50,"6FCSAAMN NBFH",634,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141106,50,"6FCSAAMN NBFH",630,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141104,50,"6FCSAAMN NBFH",646,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141117,50,"6FCSAAMN NBFH",646,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141104,50,"6FCSAAMN NBFH",615,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141112,50,"6FCSAAMN NBFH",601,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141112,50,"6FCSAAMN NBFH",610,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141112,50,"6FCSAAMN NBFH",650,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141124,50,"6FCSAAMN NBFH",645,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141124,50,"6FCSAAMN NBFH",572,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141120,50,"6FCSAAMN NBFH",606,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141120,50,"6FCSAAMN NBFH",626,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141120,50,"6FCSAAMN NBFH",628,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141120,50,"6FCSAAMN NBFH",684,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141120,50,"6FCSAAMN NBFH",620,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141120,50,"6FCSAAMN NBFH",646,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141120,50,"6FCSAAMN NBFH",549,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141120,50,"6FCSAAMN NBFH",622,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141124,50,"6FCSAAMN NBFH",636,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141124,50,"6FCSAAMN NBFH",593,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141126,50,"6FCSAAMN NBFH",682,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141124,50,"6FCSAAMN NBFH",645,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141124,50,"6FCSAAMN NBFH",648,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141124,50,"6FCSAAMN NBFH",630,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141124,50,"6FCSAAMN NBFH",591,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141126,50,"6FCSAAMN NBFH",612,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141124,50,"6FCSAAMN NBFH",630,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141124,50,"6FCSAAMN NBFH",665,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141124,50,"6FCSAAMN NBFH",674,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141124,50,"6FCSAAMN NBFH",630,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141201,50,"6FCSAAMN NBFH",694,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141201,50,"6FCSAAMN NBFH",582,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141201,50,"6FCSAAMN NBFH",610,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141204,50,"6FCSAAMN NBFH",631,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141204,50,"6FCSAAMN NBFH",597,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141208,50,"6FCSAAMN NBFH",693,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141208,50,"6FCSAAMN NBFH",600,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141208,50,"6FCSAAMN NBFH",628,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141211,50,"6FCSAAMN NBFH",706,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141112,50,"6FCSAAMN NBFH",620,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141215,50,"6FCSAAMN NBFH",708,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141124,50,"6FCSAAMN NBFH",648,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141106,50,"6FCSAAMN NBFH",640,"NBFH","NIMBUS FISH HATCHERY","60474",1.02,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141118,50,"6FCSAFEA FRFH",590,"FRFH","FEATHER R HATCHERY","60474",1,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141125,54,"6FCSAAMN",670,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141125,54,"6FCSAAMN",670,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141125,54,"6FCSAAMN",680,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141124,54,"6FCSAAMN",710,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141117,54,"6FCSAAMN",620,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141125,54,"6FCSAAMN",680,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141125,54,"6FCSAAMN",610,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141125,54,"6FCSAAMN",590,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141202,54,"6FCSAAMN",680,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141202,54,"6FCSAAMN",590,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141203,54,"6FCSAAMN",590,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141202,54,"6FCSAAMN",560,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141202,54,"6FCSAAMN",540,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141203,54,"6FCSAAMN",640,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141201,54,"6FCSAAMN",650,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141202,54,"6FCSAAMN",710,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141202,54,"6FCSAAMN",720,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141201,54,"6FCSAAMN",600,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141208,54,"6FCSAAMN",690,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141208,54,"6FCSAAMN",640,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141208,54,"6FCSAAMN",640,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141210,54,"6FCSAAMN",660,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141209,54,"6FCSAAMN",600,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141210,54,"6FCSAAMN",600,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141209,54,"6FCSAAMN",620,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141208,54,"6FCSAAMN",640,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141208,54,"6FCSAAMN",690,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141208,54,"6FCSAAMN",660,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141209,54,"6FCSAAMN",690,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141209,54,"6FCSAAMN",580,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141203,54,"6FCSAAMN",570,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141203,54,"6FCSAAMN",610,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141217,54,"6FCSAAMN",760,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141215,54,"6FCSAAMN",680,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141215,54,"6FCSAAMN",580,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141215,54,"6FCSAAMN",720,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141216,54,"6FCSAAMN",640,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141216,54,"6FCSAAMN",640,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141215,54,"6FCSAAMN",630,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141222,54,"6FCSAAMN",680,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141222,54,"6FCSAAMN",650,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141229,54,"6FCSAAMN",660,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2014,20141223,54,"6FCSAAMN",580,"LARC","AMERICAN RIVER","60474",2.23,"NIMBUS FISH HATCHERY",2012
"CDWR",2014,20141016,54,"6FCSAFEA",640,"FEA","FEATHER RIVER","60474",12.37,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150517,40,"6MO      BGCB",621,"EUKC","BIG LAG.-CENTERV.BEA","60474",4.11,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150802,40,"6MO      BGCB",800,"EUKC","BIG LAG.-CENTERV.BEA","60474",3.38,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150813,40,"6MO      BGCB",740,"EUKC","BIG LAG.-CENTERV.BEA","60474",3.38,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150504,10,"6MO      SFPR",651,"FBFB","SPAN.FLAT-PT.REYES","60474",3.6,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150513,10,"6MO      SFPA",668,"EUFB","SPAN.FLAT-PT.ARENA","60474",3.6,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150518,10,"6MO      SFPA",666,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.68,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150521,10,"6MO      SFPA",719,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.68,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150521,10,"6MO      SFPA",715,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.68,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150522,10,"6MO      SFPA",690,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.68,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150523,10,"6MO      SFPA",658,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.68,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150523,10,"6MO      SFPA",640,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.68,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150525,10,"6MO      SFPR",609,"FBFB","SPAN.FLAT-PT.REYES","60474",2.68,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150526,10,"6MO      SFPA",677,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.68,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150528,10,"6MO      SFPA",659,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.68,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150531,10,"6MO      SFPA",672,"EUFB","SPAN.FLAT-PT.ARENA","60474",2.68,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150531,10,"6MO      SFPA",644,"EUFB","SPAN.FLAT-PT.ARENA","60474",2.68,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150618,10,"6MO      SFPA",635,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.89,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150618,10,"6MO      SFPA",655,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.89,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150618,10,"6MO      SFPA",676,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.89,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150618,10,"6MO      SFPA",760,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.89,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150619,10,"6MO      SFPA",664,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.89,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150619,10,"6MO      SFPA",732,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.89,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150620,10,"6MO      SFPA",649,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.89,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150620,10,"6MO      SFPA",705,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.89,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150621,10,"6MO      SFPA",708,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.89,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150621,10,"6MO      SFPA",671,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.89,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150624,10,"6MO      SFPR",645,"FBFB","SPAN.FLAT-PT.REYES","60474",2.89,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150627,10,"6MO      SFPR",688,"FBFB","SPAN.FLAT-PT.REYES","60474",2.89,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150630,10,"6MO      SFPA",715,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.89,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150630,10,"6MO      SFPR",740,"FBFB","SPAN.FLAT-PT.REYES","60474",2.89,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150719,10,"6MO      SFPR",704,"FBFB","SPAN.FLAT-PT.REYES","60474",4.1,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150721,10,"6MO      SFPA",714,"FBFB","SPAN.FLAT-PT.ARENA","60474",4.1,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150726,10,"6MO      SFPA",730,"FBFB","SPAN.FLAT-PT.ARENA","60474",4.1,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150801,10,"6MO      SFPA",688,"FBFB","SPAN.FLAT-PT.ARENA","60474",3.27,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150804,10,"6MO      SFPA",640,"FBFB","SPAN.FLAT-PT.ARENA","60474",3.27,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150812,10,"6MO      SFPA",680,"FBFB","SPAN.FLAT-PT.ARENA","60474",3.27,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150821,10,"6MO      SFPA",725,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.51,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150824,10,"6MO      SFPA",816,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.51,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150826,10,"6MO      SFPA",623,"FBFB","SPAN.FLAT-PT.ARENA","60474",2.51,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150929,10,"6MO      SFPA",740,"FBFB","SPAN.FLAT-PT.ARENA","60474",3.86,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150929,10,"6MO      SFPA",745,"FBFB","SPAN.FLAT-PT.ARENA","60474",3.86,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150930,10,"6MO      SFPA",725,"FBFB","SPAN.FLAT-PT.ARENA","60474",3.86,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150502,10,"6MO      PPPS",678,"SCMO","PIGEON PT.-POINT SUR","60474",3.1,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150508,40,"6MO      PPPS",667,"MNMO","PIGEON PT.-POINT SUR","60474",4.53,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150524,10,"6MO      PSMB",749,"MRMA","POINT SUR-CA/MEX.BOR","60474",3.21,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150607,40,"6MO      PPPS",629,"MSMO","PIGEON PT.-POINT SUR","60474",4.9,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150608,10,"6MO      PPPS",745,"MSMO","PIGEON PT.-POINT SUR","60474",2.58,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150608,10,"6MO      PPPS",653,"MNMO","PIGEON PT.-POINT SUR","60474",2.58,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150610,10,"6MO      PPPS",746,"MSMO","PIGEON PT.-POINT SUR","60474",2.58,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150613,10,"6MO      PPMB",665,"SCMO","PIGEON PT-CA/MEX.BOR","60474",2.58,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150629,10,"6MO      PPPS",762,"MSMO","PIGEON PT.-POINT SUR","60474",2.58,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150630,10,"6MO      PPPS",739,"MSMO","PIGEON PT.-POINT SUR","60474",2.58,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150710,10,"6MO      PPPS",735,"MSMO","PIGEON PT.-POINT SUR","60474",2.1,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150710,10,"6MO      PPPS",733,"MNMO","PIGEON PT.-POINT SUR","60474",2.1,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150716,10,"6MO      PPPS",676,"SCMO","PIGEON PT.-POINT SUR","60474",1.99,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150718,10,"6MO      PPPS",782,"SCMO","PIGEON PT.-POINT SUR","60474",1.99,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150723,10,"6MO      PPPS",764,"MNMO","PIGEON PT.-POINT SUR","60474",1.99,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150504,10,"6MO      PAPR",655,"SFSF","PT.ARENA-PT.REYES","60474",2.54,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150511,10,"6MO      SFPR",735,"BOSF","SPAN.FLAT-PT.REYES","60474",2.54,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150514,10,"6MO      SFPR",640,"BOSF","SPAN.FLAT-PT.REYES","60474",2.54,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150516,10,"6MO      PRPP",655,"PRSF","PT.REYES-PIGEON PT.","60474",2.73,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150519,10,"6MO      PAPP",675,"SFSF","PT.ARENA-PIGEON PT.","60474",2.73,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150619,40,"6MO      FRPP",660,"BESF","FORT ROSS-PIGEON PT","60474",2.82,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150623,10,"6MO      PAPR",695,"BOSF","PT.ARENA-PT.REYES","60474",3.93,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150623,10,"6MO      SFPR",758,"BOSF","SPAN.FLAT-PT.REYES","60474",3.93,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150625,40,"6MO      FRPP",634,"SASF","FORT ROSS-PIGEON PT","60474",2.82,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150629,10,"6MO      SFPP",704,"SFSF","SPAN.FLAT-PIGEON PT.","60474",3.93,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150709,10,"6MO      PAPR",646,"FBSF","PT.ARENA-PT.REYES","60474",1.88,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150711,10,"6MO      PAPR",674,"BOSF","PT.ARENA-PT.REYES","60474",1.88,"NIMBUS FISH HATCHERY",2012
